,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Q64,Q65,Q81,Q71,Q1,Q72,Q73,Q74,Q75,Q86,Q87,Q88,QID91,Q76,Q77,Q78,Q84,Q84_1_TEXT,Q89,Q2,Q3,Q4,Q5,Q7,Q8,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q17,Q18,Q19,Q20,Q21,Q23,Q64.1,Q65.1,Q66,Q90,Q69_1,Q69_2,Q69_3,Q69_4,Q69_5,Q69_6,Q69_7,Q69_8,Q69_9,Q69_10,Q69_11,Q69_12,Q69_13,Q69_14,Q69_15,Q69_16,Q69_17,Q69_18,Q69_19,Q69_20,Duration (in seconds)
319,319,319,319,319,319,319,319,319,I consent,I am between the ages of 18-25.,25,1999-06-15,Cisgender Female,White,Yes,No,,No,No,No,True,Yes,"[{""Sport"": ""Field hockey"", ""Years"": 0, ""Position"": ""NaN""}]",White,No,,False,11,30,8,7,Once or twice a week,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Once or twice a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Less than once a week,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Almost never,Almost never,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,258
320,320,320,320,320,320,320,320,320,I consent,I am between the ages of 18-25.,18,2006-01-01,Cisgender Female,White,Yes,No,,No,No,No,True,Yes,"[{""Sport"": ""Basketball"", ""Years"": 2, ""Position"": ""Small Forward""}]",White,No,,True,2AM,,9AM,,Once or twice a week,Three or more times a week,Once or twice a week,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Three or more times a week,Once or twice a week,Fairly good,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Less than once a week,75 degrees or higher,Sometimes,Sometimes,Sometimes,Often,Often,Almost never,Sometimes,Often,Often,Often,Often,Sometimes,Often,Often,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,420
321,321,321,321,321,321,321,321,321,I consent,I am between the ages of 18-25.,24,2000-09-29,Cisgender Female,White,Yes,Yes - Full time,Senior,Yes,Yes,No,True,Yes,"[{""Sport"": ""Crew"", ""Years"": 3, ""Position"": ""Stroke Seat""},
{""Sport"": ""Tennis"", ""Years"": 4, ""Position"": ""Doubles Starter""}]",White,Yes,1,True,Midnight ,5,7 am,7,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Less than once a week,Very good,Not during the past moth,Less than once a week,Only a very slight problem,No,,,,,75 degrees or higher,Sometimes,Almost never,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Often,Often,Almost never,Often,Almost never,Sometimes,Sometimes,Often,Always,299
322,322,322,322,322,322,322,322,322,I consent,I am between the ages of 18-25.,24,2000-07-01,Cisgender Male,Asian,Yes,No,,No,No,No,True,No,,Asian,No,,True,2 am,30,12 pm,8,Once or twice a week,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Less than once a week,Less than once a week,Fairly good,Once or twice a week,Less than once a week,Somewhat of a problem,No,,,,,75 degrees or higher,Often,Often,Often,Sometimes,Sometimes,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Sometimes,Often,Often,Often,159
323,323,323,323,323,323,323,323,323,I consent,I am between the ages of 18-25.,24,2000-02-08,Cisgender Male,White,Yes,Yes - Full time,Senior,No,Yes,Yes,False,Yes,"[{""Sport"": ""Football"", ""Years"": 5, ""Position"": ""Striker""}]",White,No,,True,10PM,20,7Am,7,Once or twice a week,Less than once a week,Once or twice a week,Three or more times a week,Once or twice a week,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Very good,Less than once a week,Three or more times a week,No problem at all,No,,,,,75 degrees or higher,Often,Always,Sometimes,Often,Often,Always,Often,Always,Sometimes,Often,Always,Often,Often,Always,Often,Always,Always,Often,Always,Often,442
324,324,324,324,324,324,324,324,324,I consent,I am between the ages of 18-25.,24,,Cisgender Female,White,Yes,Yes - Full time,Senior,No,No,No,True,No,,White,No,,True,12,30,7:30,8,Once or twice a week,Less than once a week,Less than once a week,Three or more times a week,Not during the past month,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Fairly good,Three or more times a week,Not during the past month,A very big problem,No,,,,,75 degrees or higher,Often,Often,Often,Sometimes,Sometimes,Always,Often,Often,Often,Almost never,Often,Often,Sometimes,Almost never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,609
325,325,325,325,325,325,325,325,325,I consent,I am between the ages of 18-25.,21,2003-01-01,Cisgender Male,White,Yes,Yes - Full time,Sophomore,No,No,No,True,No,,White,No,,True,10:00 PM,15,8:00 to 9:00 AM,9,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Very good,Not during the past moth,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Almost never,Almost never,Almost never,Often,Always,Almost never,Almost never,Almost never,Almost never,Often,Sometimes,Almost never,Often,,Almost never,Often,,Often,Often,Almost never,291
326,326,326,326,326,326,326,326,326,I consent,I am between the ages of 18-25.,23,2001-06-11,Cisgender Female,White,Yes,No,,No,No,No,True,No,,White,No,,True,11pm,5,6:45am,10,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Once or twice a week,Not during the past month,Very bad,Three or more times a week,Once or twice a week,Somewhat of a problem,No,,,,,75 degrees or higher,Always,Always,Always,Almost never,Almost never,Always,Always,Always,Often,Sometimes,Often,Always,Sometimes,Sometimes,Always,Always,Almost never,Almost never,Almost never,Sometimes,141
327,327,327,327,327,327,327,327,327,I consent,I am between the ages of 18-25.,22,2002-01-01,Cisgender Female,White,Yes,No,,Yes,Yes,Yes,True,Yes,"[{""Sport"": ""Gymnast"", ""Years"": ""NaN"", ""Position"": ""NaN""},
{""Sport"": ""Dancer"", ""Years"": ""NaN"", ""Position"": ""NaN""}]",White,Yes,3,True,1 am,20,1. pm,12,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week,Not during the past month,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week,Very bad,Three or more times a week,Once or twice a week,A very big problem,Yes,Not during the past month,Less than once a week,Three or more times a week,Less than once a week,75 degrees or higher,Always,Always,Always,Sometimes,Often,Often,Often,Often,Always,Sometimes,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,226
328,328,328,328,328,328,328,328,328,I consent,I am between the ages of 18-25.,22,2002-01-01,Cisgender Female,White,Yes,No,,No,No,No,False,Yes,"[{""Sport"": ""Soccer"", ""Years"": 2, ""Position"": ""NaN""}]",White,No,,True,10pm,30,6am,7,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,Yes,Less than once a week,Not during the past month,Less than once a week,Not during the past month,75 degrees or higher,Sometimes,Almost never,Sometimes,Always,Always,Almost never,Almost never,Almost never,Always,Always,Almost never,Almost never,Always,Often,Sometimes,Almost never,Always,Often,Always,Sometimes,620
329,329,329,329,329,329,329,329,329,I consent,I am between the ages of 18-25.,21,2003-08-04,Cisgender Female,Hispanic Black,Yes,Yes - Full time,Senior,No,No,Yes,False,Yes,"[{""Sport"": ""Cheerleading"", ""Years"": ""NaN"", ""Position"": ""NaN""}, {""Sport"": ""Step team"", ""Years"": ""NaN"", ""Position"": ""NaN""}]",Hispanic Black,No,,True,Around 10-10:30pm,5,5-6am.,6,Not during the past month,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Often,Often,Sometimes,Sometimes,Often,Sometimes,Often,Often,Sometimes,Sometimes,Often,641
330,330,330,330,330,330,330,330,330,I consent,I am between the ages of 18-25.,21,2003-05-01,Cisgender Female,Asian,Yes,Yes - Full time,Junior,No,No,No,True,Yes,"[{""Sport"": ""Tennis"", ""Years"": 1, ""Position"": ""NaN""}]",Asian,No,,True,1 AM,30,10 am,8,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Very good,Less than once a week,Not during the past month,Somewhat of a problem,No,,,,,75 degrees or higher,Sometimes,Sometimes,Sometimes,Often,Often,Always,Sometimes,Always,Always,Sometimes,Sometimes,Often,Sometimes,Almost never,Always,Sometimes,Almost never,Sometimes,Almost never,Sometimes,236
331,331,331,331,331,331,331,331,331,I consent,I am between the ages of 18-25.,25,1999-04-03,Cisgender Female,White,Yes,No,,No,No,No,True,No,,White,No,,True,9 pm,15,6 am,8,Less than once a week,Less than once a week,Less than once a week,Not during the past month,Less than once a week,Three or more times a week,Less than once a week,Not during the past month,Less than once a week,Very good,Less than once a week,Once or twice a week,Only a very slight problem,Yes,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,75 degrees or higher,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Almost never,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,515
332,332,332,332,332,332,332,332,332,I consent,I am between the ages of 18-25.,19,2005-08-07,Cisgender Female,White,Yes,Yes - Full time,Sophomore,No,Yes,No,True,Yes,"[{""Sport"": ""Cheerleading"", ""Years"": 3, ""Position"": ""NaN""},
{""Sport"": ""Dancing"", ""Years"": 4, ""Position"": ""NaN""}]",White,Yes,1,True,12,45,9,7,Once or twice a week,Once or twice a week,Three or more times a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Fairly bad,Not during the past moth,Less than once a week,Somewhat of a problem,Yes,Less than once a week,Not during the past month,Less than once a week,Not during the past month,75 degrees or higher,Often,Often,Sometimes,Always,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Often,Sometimes,194
333,333,333,333,333,333,333,333,333,I consent,I am between the ages of 18-25.,25,1999-05-02,Cisgender Female,Non-Hispanic Black,Yes,No,,No,No,No,True,No,,Non-Hispanic Black,No,,True,1:00 AM,60,10:00 AM,6,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Three or more times a week,Once or twice a week,Not during the past month,Fairly bad,Not during the past moth,Not during the past month,No problem at all,Yes,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Often,Always,Always,Sometimes,Sometimes,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Often,Almost never,Always,Always,Often,Often,Sometimes,206
334,334,334,334,334,334,334,334,334,I consent,I am between the ages of 18-25.,24,2000-02-29,Cisgender Male,Non-Hispanic Black,Yes,No,,No,Yes,Yes,True,No,,Non-Hispanic Black,Yes,3,True,past 1 a:m,30,around 7 a:m,5,Three or more times a week,Once or twice a week,Three or more times a week,Not during the past month,Less than once a week,Once or twice a week,Not during the past month,Once or twice a week,Less than once a week,Fairly good,Not during the past moth,Not during the past month,No problem at all,Yes,Less than once a week,Not during the past month,Once or twice a week,Less than once a week,75 degrees or higher,Sometimes,Almost never,Almost never,Often,Often,Sometimes,Almost never,Almost never,Often,Always,Sometimes,Almost never,Always,Sometimes,Almost never,Almost never,Always,Always,Often,Almost never,942
335,335,335,335,335,335,335,335,335,I consent,I am between the ages of 18-25.,20,2004-09-09,Transgender Female,Latino/Hispanic,Yes,Yes - Full time,Senior,No,No,No,True,No,,Latino/Hispanic,No,,True,1:30 AM,45,11 AM,9,Three or more times a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Three or more times a week,Not during the past month,Fairly good,Three or more times a week,Not during the past month,A very big problem,No,,,,,75 degrees or higher,Often,Often,Always,Often,Sometimes,Always,Often,Often,Always,,,Sometimes,Often,Almost never,Always,Always,Sometimes,Sometimes,Sometimes,Often,323
336,336,336,336,336,336,336,336,336,I consent,I am between the ages of 18-25.,22,2002-04-17,Cisgender Female,White,Yes,Yes - Part time,Senior,No,No,No,True,Yes,"[
    {""Sport"": ""Lacrosse"", ""Years"": 3, ""Position"": ""Defense""},
    {""Sport"": ""Soccer"", ""Years"": 1, ""Position"": ""Midfielder""},
    {""Sport"": ""Basketball"", ""Years"": 1, ""Position"": ""Guard""}
]",White,No,,True,11:30 PM,15,7:20 AM,7,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Fairly bad,Three or more times a week,Not during the past month,Somewhat of a problem,No,,,,,75 degrees or higher,Often,Often,Often,Sometimes,Sometimes,Always,Often,Often,Sometimes,Sometimes,Often,Often,Often,Almost never,Often,Sometimes,Often,Sometimes,Almost never,Almost never,263
337,337,337,337,337,337,337,337,337,I consent,I am between the ages of 18-25.,22,2002-08-28,Cisgender Female,Non-Hispanic Black,Yes,Yes - Part time,Junior,No,No,No,True,Yes,"[{""Sport"": ""Netball"", ""Years"": ""NaN"", ""Position"": ""NaN""}]",Non-Hispanic Black,No,,False,10,15,9,7,Less than once a week,Three or more times a week,Less than once a week,Not during the past month,Less than once a week,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,Yes,Less than once a week,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Often,Almost never,Almost never,Sometimes,Often,Almost never,Always,Almost never,Often,Almost never,Almost never,Almost never,Almost never,Often,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Sometimes,199
